centroid=seq133_27;seqs=3	JF263446.1.1641_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Litostomatea,o:Litostomatea_X,f:Litostomatea_XX,g:Litostomatea_XXX,s:Litostomatea_XXX_sp.	97.6	1596	36	2	1	1593	1	1641	-1	0
centroid=seq112_12;seqs=2	FJ435726.1.1765_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Tardigrada,o:Tardigrada_X,f:Tardigrada_XX,g:Hypsibius,s:Hypsibius_convergens	97.5	1766	43	1	1	1768	1	1765	-1	0
centroid=seq100_21;seqs=5	EU910605.1.1745_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Apicomplexa,c:Gregarinomorphea,o:Neogregarinorida,f:Actinocephalidae,g:Monocystis,s:Monocystis_sp.	96.4	1732	56	4	1	1731	1	1745	-1	0
centroid=seq146_14;seqs=1	AF530520.1.1936_U;tax=k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Kinetoplastea,o:Prokinetoplastida,f:Ichthyobodonidae,g:Ichthyobodonidae_PRO1,s:Ichthyobodonidae_PRO1_sp.	93.7	1946	108	15	1	1978	1	1936	-1	0
centroid=seq156_19;seqs=2	AJ746334.1.1808_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Arthropoda,o:Crustacea,f:Maxillopoda,g:Macrocyclops,s:Macrocyclops_albidus	97.2	1763	46	2	1	1763	1	1808	-1	0
centroid=seq124_24;seqs=1	KJ763063.1.1768_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Ichthyosporea,c:Ichthyophonida,o:Abeoformidae,f:Abeoformidae_Group_MAIP_2,g:Abeoformidae_Group_MAIP_2_X,s:Abeoformidae_Group_MAIP_2_X_sp.	98.9	1722	16	1	1	1721	1	1768	-1	0
centroid=seq106_32;seqs=14	JN903984.1.1747_U;tax=k:Eukaryota,d:Archaeplastida,p:Chlorophyta-Chlorophyta_X,c:Chlorophyceae,o:Chlamydomonadales,f:Chlamydomonadales_X,g:Chlamydomonas,s:Chlamydomonas_reinhardtii	97.8	1748	35	3	1	1747	1	1747	-1	0
centroid=seq154_15;seqs=1	AF411281.1.1803_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Imbricatea,o:Spongomonadida,f:Spongomonadidae,g:Spongomonas,s:Spongomonas_minima	94.2	1762	94	8	1	1757	1	1803	-1	0
centroid=seq134_18;seqs=2	FR873718.1.1854_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Spirotrichea,o:Euplotia,f:Euplotidae,g:Euplotes,s:Euplotes_daidaleos	99.7	1848	2	1	1	1847	1	1854	-1	0
centroid=seq10_133;seqs=1	AY284727.1.1716_U;tax=k:Eukaryota,d:Obazoa,p:Opisthokonta-Metazoa,c:Nematoda,o:Enoplea,f:Enoplea_X,g:Prismatolaimus,s:Prismatolaimus_dolichurus	99.8	1716	2	0	1	1751	1	1716	-1	0
