centroid=seq10_41;seqs=5	KJ757107.1.1796_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Syndiniales,o:Dino-Group-I,f:Dino-Group-I-Clade-2,g:Dino-Group-I-Clade-2_X,s:Dino-Group-I-Clade-2_X_sp.	99.1	1752	15	0	1	1752	1	1796	-1	0
centroid=seq114_12;seqs=19	KF031695.1.1755_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Syndiniales,o:Dino-Group-I,f:Dino-Group-I-Clade-1,g:Dino-Group-I-Clade-1_X,s:Dino-Group-I-Clade-1_X_sp.	98.3	1751	26	1	1	1751	1	1755	-1	0
centroid=seq11_36;seqs=5	OM388565.1.1806_U;tax=k:Eukaryota,d:TSAR,p:Telonemia-Telonemia_X,c:Telonemia_XX,o:Telonemia_XXX,f:Telonemia-Group-1,g:Telonema-Group-1,s:Telonema_subtile	97.8	1764	34	3	1	1763	1	1806	-1	0
centroid=seq118_12;seqs=3	KF031707.1.1743_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Syndiniales,o:Dino-Group-I,f:Dino-Group-I-Clade-4,g:Dino-Group-I-Clade-4_X,s:Dino-Group-I-Clade-4_X_sp.	99.4	1739	7	1	1	1739	1	1743	-1	0
centroid=seq12_36;seqs=5	KJ757203.1.1804_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Dinoflagellata,c:Dinophyceae,o:Dinophyceae_X,f:Dinophyceae_XX,g:Dinophyceae_XXX,s:Dinophyceae_XXX_sp.	94.9	1760	85	5	1	1753	1	1804	-1	0
centroid=seq111_12;seqs=2	OP102010.1.1796_U;tax=k:Eukaryota,d:Provora,p:Nibbleridia-Nibbleridia_X,c:Nibbleridea,o:Nibbleridida,f:Nibbleridae,g:Nibbleromonas,s:Nibbleromonas_quarantinus	85.9	1769	240	12	1	1762	1	1796	-1	0
centroid=seq105_39;seqs=1	KP306753.1.2139_U;tax=k:Eukaryota,d:Excavata,p:Discoba-Euglenozoa,c:Euglenida,o:Euglenida_X,f:Euglenida_XX,g:Decastava,s:Decastava_edaphica	72.6	2125	552	32	1	1996	1	2139	-1	0
centroid=seq110_12;seqs=3	KC832952.1.1746_U;tax=k:Eukaryota,d:TSAR,p:Alveolata-Ciliophora,c:Phyllopharyngea,o:Synhymenia,f:Orthodonellidae,g:Orthodonellidae_X,s:Orthodonellidae_X_sp.	97.0	1707	48	2	1	1707	1	1746	-1	0
centroid=seq122_25;seqs=1	EF024516.1.1813_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Filosa-Sarcomonadea,o:Glissomonadida,f:Allapsidae,g:Allapsidae_X,s:Allapsidae_X_sp.	88.5	1783	195	11	1	1767	1	1813	-1	0
centroid=seq121_12;seqs=3	DQ504354.1.1974_U;tax=k:Eukaryota,d:TSAR,p:Rhizaria-Cercozoa,c:Endomyxa,o:Filoretidae,f:Filoretidae_X,g:Filoreta,s:Filoreta_sp.	87.4	1996	228	19	1	1789	1	1974	-1	0
